"","originalTitle","Freq","Sent","Black"
"2056","noir",63,"grey","black"
"2057","palace",63,"grey","black"
"2059","père",63,"grey","black"
"2060","phoenix",63,"grey","black"
"2061","please",63,"grey","black"
"2062","qin",63,"grey","black"
"2063","secret",63,"grey","black"
"2064","set",63,"grey","black"
"2065","standing",63,"grey","black"
"2066","ticket",63,"grey","black"
"2067","tragedy",63,"red","black"
"2068","90",62,"grey","black"
"2069","ahead",62,"grey","black"
"2070","albert",62,"grey","black"
"2071","brain",62,"grey","black"
"2072","carmen",62,"grey","black"
"2073","cycle",62,"grey","black"
"2074","deng",62,"grey","black"
"2075","deutschland",62,"grey","black"
"2076","hei",62,"grey","black"
"2077","himmel",62,"grey","black"
"2078","huo",62,"grey","black"
"2079","international",62,"grey","black"
"2080","japan",62,"grey","black"
"2081","keeper",62,"grey","black"
"2082","kim",62,"grey","black"
"2085","meu",62,"grey","black"
"2086","mian",62,"grey","black"
"2087","mississippi",62,"grey","black"
"2088","mondo",62,"grey","black"
"2089","motel",62,"grey","black"
"2090","pieces",62,"grey","black"
"2091","porto",62,"grey","black"
"2092","qian",62,"grey","black"
"2093","seishun",62,"grey","black"
"2094","sem",62,"grey","black"
"2095","shall",62,"grey","black"
"2097","struggle",62,"red","black"
"2098","think",62,"grey","black"
"2099","trails",62,"grey","black"
"2100","venganza",62,"grey","black"
"2101","walang",62,"grey","black"
"2102","annie",61,"grey","black"
"2103","arctic",61,"grey","black"
"2104","breakfast",61,"grey","black"
"2105","carlos",61,"grey","black"
"2106","chapter",61,"grey","black"
"2107","cherry",61,"grey","black"
"2108","città",61,"grey","black"
"2109","coffee",61,"grey","black"
"2110","crooked",61,"red","black"
"2111","dian",61,"grey","black"
"2112","divorce",61,"grey","black"
"2113","donne",61,"grey","black"
"2114","é",61,"grey","black"
"2115","gangster",61,"red","black"
"2116","global",61,"grey","black"
"2117","guilty",61,"red","black"
"2119","jiang",61,"grey","black"
"2120","jours",61,"grey","black"
"2121","julie",61,"grey","black"
"2122","laura",61,"grey","black"
"2123","legends",61,"grey","black"
"2124","masters",61,"blue","black"
"2125","mistress",61,"red","black"
"2127","mu",61,"grey","black"
"2129","natural",61,"grey","black"
"2130","naughty",61,"red","black"
"2131","normal",61,"grey","black"
"2132","op",61,"grey","black"
"2133","ordinary",61,"grey","black"
"2134","passing",61,"grey","black"
"2135","pirates",61,"grey","black"
"2136","places",61,"grey","black"
"2137","pure",61,"blue","black"
"2138","secreto",61,"grey","black"
"2140","silk",61,"grey","black"
"2141","simon",61,"grey","black"
"2142","simple",61,"grey","black"
"2143","tape",61,"grey","black"
"2144","tin",61,"grey","black"
"2145","très",61,"grey","black"
"2146","var",61,"grey","black"
"2147","ville",61,"grey","black"
"2148","well",61,"blue","black"
"2149","avenue",60,"grey","black"
"2150","bell",60,"grey","black"
"2151","boat",60,"grey","black"
"2152","breath",60,"grey","black"
"2153","central",60,"grey","black"
"2154","challenge",60,"grey","black"
"2155","common",60,"grey","black"
"2156","crimson",60,"grey","black"
"2157","det",60,"grey","black"
"2158","drama",60,"grey","black"
"2159","echo",60,"grey","black"
"2160","fils",60,"grey","black"
"2161","hamlet",60,"grey","black"
"2162","heist",60,"grey","black"
"2163","hip",60,"grey","black"
"2164","historias",60,"grey","black"
"2165","hitler",60,"grey","black"
"2166","holmes",60,"grey","black"
"2167","iv",60,"grey","black"
"2168","joseph",60,"grey","black"
"2169","juliet",60,"grey","black"
"2170","kahani",60,"grey","black"
"2171","madre",60,"grey","black"
"2172","market",60,"grey","black"
"2173","nai",60,"grey","black"
"2174","noche",60,"grey","black"
"2176","pop",60,"grey","black"
"2177","pro",60,"grey","black"
"2178","qiang",60,"grey","black"
"2179","ranch",60,"grey","black"
"2181",".",60,"grey","black"
"2182","saturday",60,"grey","black"
"2183","serial",60,"grey","black"
"2184","shark",60,"red","black"
"2185","ship",60,"grey","black"
"2187","të",60,"grey","black"
"2188","thriller",60,"grey","black"
"2190","tong",60,"grey","black"
"2191","tough",60,"blue","black"
"2192","trois",60,"grey","black"
"2193","tv",60,"grey","black"
"2194","vietnam",60,"grey","black"
"2195","wait",60,"grey","black"
"2197","zorro",60,"grey","black"
"2198","agni",59,"grey","black"
"2199","anne",59,"grey","black"
"2200","babu",59,"grey","black"
"2201","bien",59,"grey","black"
"2202","bitter",59,"red","black"
"2203","caught",59,"grey","black"
"2204","ciel",59,"grey","black"
"2205","cover",59,"grey","black"
"2206","daku",59,"grey","black"
"2207","dang",59,"grey","black"
"2208","dar",59,"grey","black"
"2209","education",59,"grey","black"
"2210","genius",59,"blue","black"
"2211","grass",59,"grey","black"
"2212","huan",59,"grey","black"
"2213","hungry",59,"grey","black"
"2214","jia",59,"grey","black"
"2215","joshi",59,"grey","black"
"2216","ko",59,"grey","black"
"2217","liang",59,"grey","black"
"2218","life:",59,"grey","black"
"2219","loving",59,"blue","black"
"2220","marry",59,"grey","black"
"2222","oro",59,"grey","black"
"2223","paradies",59,"grey","black"
"2224","pay",59,"grey","black"
"2225","professor",59,"grey","black"
"2226","rogue",59,"red","black"
"2227","runaway",59,"red","black"
"2228","runner",59,"grey","black"
"2230","shades",59,"grey","black"
"2231","tall",59,"grey","black"
"2232","tre",59,"grey","black"
"2233","turning",59,"grey","black"
"2234","twice",59,"grey","black"
"2235","arms",58,"grey","black"
"2236","assassin",58,"red","black"
"2237","august",58,"grey","black"
"2239","canadian",58,"grey","black"
"2241","chase",58,"grey","black"
"2242","christian",58,"grey","black"
"2243","chu",58,"grey","black"
"2244","comme",58,"grey","black"
"2245","dia",58,"grey","black"
"2246","din",58,"red","black"
"2247","elvis",58,"grey","black"
"2248","identity",58,"grey","black"
"2249","jahre",58,"grey","black"
"2250","mafia",58,"grey","black"
"2251","mountains",58,"grey","black"
"2252","naa",58,"grey","black"
"2253","negra",58,"grey","black"
"2254","painted",58,"grey","black"
"2255","pearl",58,"grey","black"
"2256","pictures",58,"grey","black"
"2257","resurrection",58,"grey","black"
"2258","sheng",58,"grey","black"
"2259","sight",58,"grey","black"
"2260","snake",58,"grey","black"
"2261","someone",58,"grey","black"
"2262","sri",58,"grey","black"
"2263","stin",58,"grey","black"
"2264","tango",58,"grey","black"
"2265","temple",58,"grey","black"
"2267","tony",58,"grey","black"
"2268","twin",58,"grey","black"
"2269","washington",58,"grey","black"
"2270","went",58,"grey","black"
"2271","wrestling",58,"grey","black"
"2272","zindagi",58,"grey","black"
"2274","begins",57,"grey","black"
"2275","block",57,"grey","black"
"2276","bones",57,"grey","black"
"2277","carnaval",57,"grey","black"
"2278","carnival",57,"grey","black"
"2279","crimes",57,"grey","black"
"2280","dolls",57,"grey","black"
"2281","duo",57,"grey","black"
"2283","hair",57,"grey","black"
"2284","hari",57,"grey","black"
"2285","harlem",57,"grey","black"
"2286","hear",57,"grey","black"
"2287","histoire",57,"grey","black"
"2288","horses",57,"grey","black"
"2289","lied",57,"red","black"
"2290","lily",57,"grey","black"
"2291","männer",57,"grey","black"
"2292","met",57,"grey","black"
"2293","napoli",57,"grey","black"
"2294","pag-ibig",57,"grey","black"
"2295","poet",57,"grey","black"
"2296","port",57,"grey","black"
"2297","prisoner",57,"red","black"
"2298","quand",57,"grey","black"
"2299","raw",57,"grey","black"
"2300","russian",57,"grey","black"
"2301","shuang",57,"grey","black"
"2302","shui",57,"grey","black"
"2304","student",57,"grey","black"
"2307","triumph",57,"blue","black"
"2308","vanishing",57,"grey","black"
"2309","vice",57,"red","black"
"2310","wet",57,"grey","black"
"2311","wood",57,"grey","black"
"2312","xie",57,"grey","black"
"2313","yesterday",57,"grey","black"
"2314",",",57,"grey","black"
"2315","14",56,"grey","black"
"2316","affairs",56,"grey","black"
"2319","bo",56,"grey","black"
"2320","buddha",56,"grey","black"
"2321","buhay",56,"grey","black"
"2323","champion",56,"blue","black"
"2324","cinderella",56,"grey","black"
"2325","criminal",56,"red","black"
"2326","delta",56,"grey","black"
"2327","dlya",56,"grey","black"
"2328","false",56,"red","black"
"2329","famous",56,"blue","black"
"2330","fashion",56,"grey","black"
"2331","giorni",56,"grey","black"
"2332","gypsy",56,"grey","black"
"2333","league",56,"grey","black"
"2335","mu",56,"grey","black"
"2336","oh,",56,"grey","black"
"2337","película",56,"grey","black"
"2338","porno",56,"grey","black"
"2339","qiu",56,"grey","black"
"2340","rabbit",56,"grey","black"
"2341","racing",56,"grey","black"
"2342","sangre",56,"grey","black"
"2344","seconds",56,"grey","black"
"2345","smart",56,"blue","black"
"2346","smile",56,"blue","black"
"2347","steve",56,"grey","black"
"2348","theory",56,"grey","black"
"2350","velvet",56,"grey","black"
"2351","vi",56,"grey","black"
